00_glossary.msbt
01_msg_with_voice.msbt
mng_cmn_go	GO!
mng_mgx102_cntrls	Raise Net
mng_mgx103_rule	Pass around the balls, and place them where they belong!
mng_mgx103_mgm001	Pass around the balls,\r\nand place them where they belong!
mng_mgx103_mj_01	Score at least [0] points!
mng_mgx103_sub_mj_01	Score at least [0] points!
que000_misson_nm_mgx103	Score at least [0] points!
que000_misson_nm_mgx103_small	Score at least [0] points!
mng_mgx103_mj_02	Score at least [0] points!
mng_mgx103_sub_mj_02	Score at least [0] points!
que000_misson_hd_mgx103	Score at least [0] points!
que000_misson_hd_mgx103_small	Score at least [0] points!
mng_tips_mgx103	Any mistakes will cost you a point!
mng_tips_mgx103_mgm001	Any mistakes will cost you a point!
mng_mgx103_cntrls_00	Pass/Take
mng_mgx103_cntrls_01	Put in Basket
mng_mgx104_rule	Carry the fireworks to the cannon!
mng_mgx104_mgm001	Carry the fireworks to the cannon!
mng_mgx104_mj_01	Reach the goal within [0] seconds without falling!
mng_mgx104_sub_mj_01	Reach the goal within [0] seconds\r\nwithout falling!
que000_misson_nm_mgx104	Reach the goal within [0] seconds without falling!
que000_misson_nm_mgx104_small	Reach the goal within [0] seconds without falling!
mng_mgx104_mj_02	Reach the goal within [0] seconds without falling!
mng_mgx104_sub_mj_02	Reach the goal within [0] seconds\r\nwithout falling!
que000_misson_hd_mgx104	Reach the goal within [0] seconds without falling!
que000_misson_hd_mgx104_small	Reach the goal within [0] seconds\r\nwithout falling!
mng_tips_mgx104	Falling will cost you time, so be careful!
mng_tips_mgx104_mgm001	Falling will cost you time, so be careful!
mng_tips_mgx104_mj	Move carefully! If you fall, you're out!
mng_mgx104_cntrls	Move
mng_mgx105_rule	Corral the penguins and drive them to the pen!
mng_mgx105_mgm001	Corral the penguins and drive them to the pen!
mng_mgx105_mj_01	Finish within [0] seconds!
mng_mgx105_sub_mj_01	Finish within [0] seconds!
que000_misson_nm_mgx105	Finish within [0] seconds!
que000_misson_nm_mgx105_small	Finish within [0] seconds!
mng_mgx105_mj_02	Finish within [0] seconds!
mng_mgx105_sub_mj_02	Finish within [0] seconds!
que000_misson_hd_mgx105	Finish within [0] seconds!
que000_misson_hd_mgx105_small	Finish within [0] seconds!
mng_tips_mgx105	The baby penguins will waddle away from you if you chase them.
mng_tips_mgx105_mgm001	The baby penguins will waddle away from you if\r\nyou chase them.
mng_mgx105_cntrls	Move
mng_mgx106_rule	Bring the nine shards to the center!
mng_mgx106_mgm001	Bring the nine shards to the center!
mng_mgx106_mj_01	Finish within [0] seconds!
mng_mgx106_sub_mj_01	Finish within [0] seconds!
que000_misson_nm_mgx106	Finish within [0] seconds!
que000_misson_nm_mgx106_small	Finish within [0] seconds!
mng_mgx106_mj_02	Finish within [0] seconds!
mng_mgx106_sub_mj_02	Finish within [0] seconds!
que000_misson_hd_mgx106	Finish within [0] seconds!
que000_misson_hd_mgx106_small	Finish within [0] seconds!
mng_tips_mgx106	Some paths are inaccessible without someone standing on a button.
mng_tips_mgx106_mgm001	Some paths are inaccessible without someone\r\nstanding on a button.
mng_mgx106_cntrls	Move
mng_mgx107_rule	Find the cards shown in the example!
mng_mgx107_mgm001	Find the cards shown in the example!
mng_mgx107_mj_01	Finish with no more than one miss!
mng_mgx107_sub_mj_01	Finish with no more than one miss!
que000_misson_nm_mgx107	Finish with no more than one miss!
que000_misson_nm_mgx107_small	Finish with no more than one miss!
mng_mgx107_mj_02	Finish with no misses!
mng_mgx107_sub_mj_02	Finish with no misses!
que000_misson_hd_mgx107	Finish with no misses!
que000_misson_hd_mgx107_small	Finish with no misses!
mng_tips_mgx107	Have each teammate focus on one card!
mng_tips_mgx107_mgm001	Have each teammate focus on one card!
mng_mgx107_cntrls_00	Move
mng_mgx107_cntrls_01	Select
mng_mgx108_rule	Pop as many balloons as you can!
mng_mgx108_mgm001	Pop as many balloons as you can!
mng_mgx108_mj_01	Score at least [0] points!
mng_mgx108_sub_mj_01	Score at least [0] points!
que000_misson_nm_mgx108	Score at least [0] points!
que000_misson_nm_mgx108_small	Score at least [0] points!
mng_mgx108_mj_02	Score at least [0] points!
mng_mgx108_sub_mj_02	Score at least [0] points!
que000_misson_hd_mgx108	Score at least [0] points!
que000_misson_hd_mgx108_small	Score at least [0] points!
mng_tips_mgx108	Push Toad with the force of your fans! You have three chances!
mng_tips_mgx108_mgm001	Push Toad with the force of your fans!\r\nYou have three chances!
mng_mgx108_cntrls	Blow
mng_mgx109_rule	Knock over the Pokeys!
mng_mgx109_mgm001	Knock over the Pokeys!
mng_mgx109_mj_01	Score at least [0] points!
mng_mgx109_sub_mj_01	Score at least [0] points!
que000_misson_nm_mgx109	Score at least [0] points!
que000_misson_nm_mgx109_small	Score at least [0] points!
mng_mgx109_mj_02	Score at least [0] points!
mng_mgx109_sub_mj_02	Score at least [0] points!
que000_misson_hd_mgx109	Score at least [0] points!
que000_misson_hd_mgx109_small	Score at least [0] points!
mng_tips_mgx109	Hitting a Pokey's head is worth three points!
mng_tips_mgx109_mgm001	Hitting a Pokey's head is worth three points!
mng_mgx109_cntrls	Throw Boomerang
mng_mgx110_rule	Light all the candles!
mng_mgx110_mgm001	Light all the candles!
mng_mgx110_mj_01	Finish within [0] seconds!
mng_mgx110_sub_mj_01	Finish within [0] seconds!
que000_misson_nm_mgx110	Finish within [0] seconds!
que000_misson_nm_mgx110_small	Finish within [0] seconds!
mng_mgx110_mj_02	Finish within [0] seconds!
mng_mgx110_sub_mj_02	Finish within [0] seconds!
que000_misson_hd_mgx110	Finish within [0] seconds!
que000_misson_hd_mgx110_small	Finish within [0] seconds!
mng_tips_mgx110	If a Swoop catches you, it'll take you back to the fireplace!
mng_tips_mgx110_mgm001	If a Swoop catches you, it'll take you back to\r\nthe fireplace!
mng_mgx110_cntrls	Move
mng_mgcn401_rule	Pull the tablecloth to the rhythm!
mng_mgcn401_mgm001	Pull the tablecloth to the rhythm!
mng_mgcn401_mj_01	Score at least [0] points!
mng_mgcn401_sub_mj_01	Score at least [0] points!
que000_misson_nm_mgcn401	Score at least [0] points!
que000_misson_nm_mgcn401_small	Score at least [0] points!
mng_mgcn401_mj_02	Score at least [0] points!
mng_mgcn401_sub_mj_02	Score at least [0] points!
que000_misson_hd_mgcn401	Score at least [0] points!
que000_misson_hd_mgcn401_small	Score at least [0] points!
mng_tips_mgcn401	The timing goes 4-3-2-1 pull!
mng_tips_mgcn401_mgm001	The timing goes 4-3-2-1 pull!
mng_mgcn401_cntrls	Pull
mng_mgcn402_rule	Hit the blocks to the rhythm!
mng_mgcn402_mgm001	Hit the blocks to the rhythm!
mng_mgcn402_mj_01	Score at least [0] points!
mng_mgcn402_sub_mj_01	Score at least [0] points!
que000_misson_nm_mgcn402	Score at least [0] points!
que000_misson_nm_mgcn402_small	Score at least [0] points!
mng_mgcn402_mj_02	Score at least [0] points!
mng_mgcn402_sub_mj_02	Score at least [0] points!
que000_misson_hd_mgcn402	Score at least [0] points!
que000_misson_hd_mgcn402_small	Score at least [0] points!
mng_tips_mgcn402	Time your jumps just right to get a red coin worth three points!
mng_tips_mgcn402_mgm001	Time your jumps just right to get a red coin worth\r\nthree points!
mng_mgcn402_cntrls	Jump
mng_mgcn403_rule	Skewer the fruit to the rhythm!
mng_mgcn403_mgm001	Skewer the fruit to the rhythm!
mng_mgcn403_mj_01	Score at least [0] points!
mng_mgcn403_sub_mj_01	Score at least [0] points!
que000_misson_nm_mgcn403	Score at least [0] points!
que000_misson_nm_mgcn403_small	Score at least [0] points!
mng_mgcn403_mj_02	Score at least [0] points!
mng_mgcn403_sub_mj_02	Score at least [0] points!
que000_misson_hd_mgcn403	Score at least [0] points!
que000_misson_hd_mgcn403_small	Score at least [0] points!
mng_tips_mgcn403	Match Lakitu's rhythm as he throws the fruit!
mng_tips_mgcn403_mgm001	Match Lakitu's rhythm as he throws the fruit!
mng_mgcn403_cntrls	Skewer
mng_mgcn404_rule	Flip your panels to the rhythm!
mng_mgcn404_mgm001	Flip your panels to the rhythm!
mng_mgcn404_mj_01	Score at least [0] points!
mng_mgcn404_sub_mj_01	Score at least [0] points!
que000_misson_nm_mgcn404	Score at least [0] points!
que000_misson_nm_mgcn404_small	Score at least [0] points!
mng_mgcn404_mj_02	Score at least [0] points!
mng_mgcn404_sub_mj_02	Score at least [0] points!
que000_misson_hd_mgcn404	Score at least [0] points!
que000_misson_hd_mgcn404_small	Score at least [0] points!
mng_tips_mgcn404	Time your flips to match the Toads around you!
mng_tips_mgcn404_mgm001	Time your flips to match the Toads around you!
mng_mgcn404_cntrls	Flip
mng_mgcn405_rule	Match poses to the rhythm!
mng_mgcn405_mgm001	Match poses to the rhythm!
mng_mgcn405_mj_01	Score at least [0] points!
mng_mgcn405_sub_mj_01	Score at least [0] points!
que000_misson_nm_mgcn405	Score at least [0] points!
que000_misson_nm_mgcn405_small	Score at least [0] points!
mng_mgcn405_mj_02	Score at least [0] points!
mng_mgcn405_sub_mj_02	Score at least [0] points!
que000_misson_hd_mgcn405	Score at least [0] points!
que000_misson_hd_mgcn405_small	Score at least [0] points!
mng_tips_mgcn405	Don't forget to match your final string of poses to the beat!
mng_tips_mgcn405_mgm001	Don't forget to match your final\r\nstring of poses to the beat!
mng_mgcn405_cntrls	Hold  and Match\r\nthe Pose Shown
mng_mgcn406_rule	Slam the moles to the rhythm!
mng_mgcn406_mgm001	Slam the moles to the rhythm!
mng_mgcn406_mj_01	Score at least [0] points!
mng_mgcn406_sub_mj_01	Score at least [0] points!
que000_misson_nm_mgcn406	Score at least [0] points!
que000_misson_nm_mgcn406_small	Score at least [0] points!
mng_mgcn406_mj_02	Score at least [0] points!
mng_mgcn406_sub_mj_02	Score at least [0] points!
que000_misson_hd_mgcn406	Score at least [0] points!
que000_misson_hd_mgcn406_small	Score at least [0] points!
mng_tips_mgcn406	Strike when the light reaches you!
mng_tips_mgcn406_mgm001	Strike when the light reaches you!
mng_mgcn406_cntrls	Strike
mng_mgcn407_rule	Swing your bat to the rhythm!
mng_mgcn407_mgm001	Swing your bat to the rhythm!
mng_mgcn407_mj_01	Score at least [0] points!
mng_mgcn407_sub_mj_01	Score at least [0] points!
que000_misson_nm_mgcn407	Score at least [0] points!
que000_misson_nm_mgcn407_small	Score at least [0] points!
mng_mgcn407_mj_02	Score at least [0] points!
mng_mgcn407_sub_mj_02	Score at least [0] points!
que000_misson_hd_mgcn407	Score at least [0] points!
que000_misson_hd_mgcn407_small	Score at least [0] points!
mng_tips_mgcn407	You can even hit a zigzagging ball square on if you\r\nswing to the rhythm!
mng_tips_mgcn407_mgm001	You can even hit a zigzagging ball square on if you\r\nswing to the rhythm!
mng_mgcn407_cntrls	Swing
mng_mgcn408_rule	Wash windows to the rhythm!
mng_mgcn408_mgm001	Wash windows to the rhythm!
mng_mgcn408_mj_01	Score at least [0] points!
mng_mgcn408_sub_mj_01	Score at least [0] points!
que000_misson_nm_mgcn408	Score at least [0] points!
que000_misson_nm_mgcn408_small	Score at least [0] points!
mng_mgcn408_mj_02	Score at least [0] points!
mng_mgcn408_sub_mj_02	Score at least [0] points!
que000_misson_hd_mgcn408	Score at least [0] points!
que000_misson_hd_mgcn408_small	Score at least [0] points!
mng_tips_mgcn408	Swipe  right and left to wipe up the stains!
mng_tips_mgcn408_mgm001	Swipe  right and left to wipe up the stains!
mng_mgcn408_cntrls	Wipe
mng_mgcn409_rule	March to the rhythm!
mng_mgcn409_mgm001	March to the rhythm!
mng_mgcn409_mj_01	Score at least [0] points!
mng_mgcn409_sub_mj_01	Score at least [0] points!
que000_misson_nm_mgcn409	Score at least [0] points!
que000_misson_nm_mgcn409_small	Score at least [0] points!
mng_mgcn409_mj_02	Score at least [0] points!
mng_mgcn409_sub_mj_02	Score at least [0] points!
que000_misson_hd_mgcn409	Score at least [0] points!
que000_misson_hd_mgcn409_small	Score at least [0] points!
mng_tips_mgcn409	The timing is 3-2-1-now! for both starting and stopping.
mng_tips_mgcn409_mgm001	The timing is 3-2-1-now! for both starting\r\nand stopping.
mng_mgcn409_cntrls	Wave Baton
mng_mgcn410_rule	Race to the rhythm!
mng_mgcn410_mgm001	Race to the rhythm!
mng_mgcn410_mj_01	Score at least [0] points!
mng_mgcn410_sub_mj_01	Score at least [0] points!
que000_misson_nm_mgcn410	Score at least [0] points!
que000_misson_nm_mgcn410_small	Score at least [0] points!
mng_mgcn410_mj_02	Score at least [0] points!
mng_mgcn410_sub_mj_02	Score at least [0] points!
que000_misson_hd_mgcn410	Score at least [0] points!
que000_misson_hd_mgcn410_small	Score at least [0] points!
mng_tips_mgcn410	Make it through the final stretch by riding to the beat!
mng_tips_mgcn410_mgm001	Make it through the final stretch\r\nby riding to the beat!
mng_mgcn410_cntrls	Pull Reins
mng_mgx507	Rumbling
mng_mgx510_00	Who's missing?
mng_mgx513_00	One side left!
mng_mgx516_00	Look at the !
mng_mgx607_00	Championship Match
mng_mgx607_01	Third-Place Match
mng_mgx704_00	[0]%
mng_mgx709_00	[0].[1][2]m
mng_mgx107_00	Remember the cards!
mng_mgx107_01	Choose a card!
mng_mgx107_02	Miss
mgx808_30	Watch carefully!
mgx808_32	Choose a question to ask your rivals!
mgx808_00	How many Toads did you see?
mgx808_01	How many Koopa Paratroopas did you see?
mgx808_02	How many Toads & Koopa Paratroopas did you see?
mgx808_03	What was Toad #[0] carrying?
mgx808_04	What was Koopa Paratroopa #[0] carrying?
mgx808_05	How many Toads had [0]?
mgx808_06	How many Koopa Paratroopas had [0]?
mgx808_91	pineapples
mgx808_92	oranges
mgx808_93	lemons
mgx808_94	apples
mgx808_07	How many Toads were empty-handed?
mgx808_08	How many Koopa Paratroopas were empty-handed?
mgx808_09	How many pieces of fruit did you see in all?
mgx808_11	How many Bullet Bills did you see?
mgx808_31	The correct answer is...
mgx525_00	[0]
network.msbt
ol_menubooth_00	Offline Play
ol_menubooth_01	Online Play
ol_menubooth_02	Private Game
ol_menubooth_03	Private Game
ol_menubooth_04	One Player on a System
ol_menubooth_05	One Player on a System
ol_menubooth_06	Two Players on a System
ol_menubooth_07	Two Players on a System
ol_menubooth_08	Password: [0]
ol_menubooth_09	Create a Room
ol_menubooth_10	Create a Room
ol_menubooth_11	Join a Room
ol_menusub_00	Play with friends online!
ol_menusub_01	You can play a password-protected\r\ngame. Be aware that anyone who\r\nhas the password can join in!
ol_menusub_02	Two to four players can play together on\r\nup to four systems.
ol_menusub_03	As many as three or four players can\r\nplay together on two systems.
ol_menusub_04	Play data won't be saved.
ol_lobbytitle_00	Online Lobby
ol_lobbysubtitle_00	Set up your game.
ol_playername_00	[n0]
ol_playername_01	Searching...
ol_keyword_00	[0]
ol_matchtitle_00	Private Game
ol_matchstart_00	Getting your game ready...
ol_invitationshortcut_00	 Invite Friend
sb_Keyboard_00	Password
sb_Keyboard_01	Make sure the password is five or fewer characters!
ol_retrychoices_00	Play Mario Party
ol_retrychoices_01	Play Partner Party
ol_retrychoices_02	Play Minigames
ol_retrychoices_03	Play Again
ol_retrychoices_04	Play Different Minigame
ol_retrychoices_05	Quit
ol_boothwarning_01	The room cannot be found.
ol_boothwarning_02	Not available while you're online.
ol_passwordwarning_00	Choose a different password.
ol_operationguide_00	 [0]    [1] 
ol_operationguide_01	 Randomize
ol_dialogquit_00	Is it OK to stop playing online for now?
ol_dialogquit_01	Yes
ol_dialogquit_02	No
ol_invitationmessage_00	Let's play together!
ol_bootunitsselect_00	One to four players can join in! You\r\ncan also set up an online game here.
ol_bootversion_00	Ver. [0]
ol_boardplayername_00	[n0]
ol_boardplayername_01	[n0]
ol_boardplayername_02	[n0]
notused.msbt
op_ed_jewel.msbt
op_ed_Charaname00	[n0]
op_ed_Charaname_01	???
op_ed_Charaname_02	Everyone
op_cut01_Nar00	One day, trouble was brewing between\r\nMario and his good friends.
op_cut01_Nar01	Each claimed to be the Super Star,\r\nthe worthiest hero in all the land.
op_cut01_Nar02	Mario suggested having a party to\r\ndecide, a time-honored tradition.
op_cut02_Nar00	Everyone agreed—a proper party would\r\nsurely reveal true Super Stardom.
op_cut03_chr00	What do you say, Toadette?
op_cut03_chr00a	I say this time we're going to find out what\r\nbeing a Super Star REALLY means!
op_cut03_chr01	You can trust us to be fair and impartial judges!
op_cut03_chr01a	Give us time to set up and we can get st—
op_cut03_chr02	Aren't you forgetting something?!
op_cut04_chr00	Maybe NONE of you are the Super Star!\r\nMaybe it's one of US instead!
op_cut04_chr00a	Right, troops?
op_cut05_chr00	I brought an extra judge, too!
op_cut05_chr01	Hey, Kamek!
op_cut05_chr02	I want you keeping an eye on things too!\r\nYou know, so it's all "fair" and "impartial."
op_cut06_chr00	If you say so!
op_cut06_chr00a	But be careful what you wish for. Keeheehee!
op_cut07_chr00	Well, at least Kamek will make setting up easy!\r\nThis should only take a minute!
op_cut08_chr00	Is everybody else as excited as I am?! I DOUBT IT!
op_cut08_chr01	Wait until you see what my genius has wrought.
op_cut09_chr00	Let's party!
ed_cut02_chr00	Ahem!
ed_cut04_chr00	I present to you our winner!
ed_cut04_chr01	The true Super Star, collector of all five gems...
ed_cut04_chr02	{c[ffdc0f]}[n0]{c[ffffff]}!
ed_cut06_chr00a	Not bad, champ! You beat me to the punch. Gyahahaha!
ed_cut06_chr00b	That's right! My pops is better than everyone! Hahahaha!
ed_cut07_chr00	Praising the champion even though you lost?\r\nSo noble of you!
ed_cut07_chr01	Very impressive! And to think, you owe\r\nit all to my party management skills!
ed_cut07_chr02	Now that the true Super Star has been decided,\r\neverybody can get along!
ed_cut08_chr00a	That's right! At least, until the next party gets started!
ed_cut08_chr00b	Yeah! And at the next party, the Super Star's gonna be me!
ed_cut09_chr00	Auuuuuuugh!
ed_cut09_chr01	What do you mean, NEXT party?!
ed_cut12_Nar00	And so the party came to a close. Looks like it'll\r\nbe a while until another Super Star is crowned...
j_get_cut01_chr00	You've cleared every stage in {c[ffdc0f]}Mario Party{c[ffffff]}!\r\nI-I'm moved to tears.
j_get_cut01_chr01	Resilience in the face of all types of adversity\r\nis the true definition of {c[ff3f37]}tenacity{c[ffffff]}!
j_get_cut01_chr02	To reward such resilience, I present to you the\r\n{c[ff3f37]}Gem of Tenacity{c[ffffff]}, which gleams like it's on fire!
j_get_cut01_chr00a	You cleared all stages in {c[ffdc0f]}Partner Party{c[ffffff]}!\r\nSuch awe-inspiring cooperation!
j_get_cut01_chr01a	Putting your mutual goals over personal gain\r\ndemonstrates the spirit of true {c[2596ff]}friendship{c[ffffff]}!
j_get_cut01_chr02a	In honor of that spirit, I present to you the {c[2596ff]}Gem of Love{c[ffffff]}!
j_get_cut01_chr00b	Yay! You cleared the Hard difficulty in {c[ffdc0f]}Sound Stage{c[ffffff]}!\r\nMy heart's still fluttering after your performance!
j_get_cut01_chr01b	That {c[e6ff3a]}spirited{c[ffffff]} dance brought you one step closer\r\nto your dream of becoming the Super Star.
j_get_cut01_chr01b2	Lord {c[ffdc0f]}[n0]{c[ffffff]}'s {c[e6ff3a]}spirited{c[ffffff]} dance has brought you one step\r\ncloser to your dream of becoming the Super Star.
j_get_cut01_chr02b	In recognition of your fearless spirit, I present to you\r\nthe {c[e6ff3a]}Gem of Spirit{c[ffffff]}, the coolest of the gems! Congrats!
j_get_cut01_chr00c	You've sailed every branch in {c[ffdc0f]}River Survival{c[ffffff]}!\r\nThat was some adventure, huh?
j_get_cut01_chr01c	It takes {c[3ffc3a]}courage {c[ffffff]}to head blindly down every avenue\r\nof the river, never knowing what the current will bring!
j_get_cut01_chr01c2	Only Lord {c[ffdc0f]}[n0]{c[ffffff]} has the {c[3ffc3a]}courage {c[ffffff]}to head blindly down every\r\navenue of the river, never knowing what the current will bring!
j_get_cut01_chr02c	To commemorate your incredible journey,\r\nI present to you the brilliant {c[3ffc3a]}Gem of Courage{c[ffffff]}!
j_get_cut01_chr00d	You cleared every stage in {c[ffdc0f]}Challenge Road{c[ffffff]}!\r\nWay to power through!
j_get_cut01_chr01d	Only someone with a burning, uncontrollable {c[fc64fa]}passion{c[ffffff]}\r\nfor minigames could have pulled that off.
j_get_cut01_chr01d2	Only someone with your burning, uncontrollable {c[fc64fa]}passion{c[ffffff]}\r\nfor minigames could have pulled that off.
j_get_cut01_chr02d	As a token of that passion, I present to you\r\nthe {c[fc64fa]}Gem of Passion{c[ffffff]}, which glows with joy!
j_get_cut02_chr00	Only four more gems until you get them all!\r\nThe road to {c[ffdc0f]}Super Stardom{c[ffffff]} begins here.
j_get_cut02_chr00a	Only three more {c[ffdc0f]}gems {c[ffffff]}until you get them all!\r\nYou're doing well, so keep it up!
j_get_cut02_chr00b	Only two more {c[ffdc0f]}gems {c[ffffff]}until you get them all!\r\nWow! You're over the halfway point!
j_get_cut02_chr00c	Only one more {c[ffdc0f]}gem {c[ffffff]}until you get them all!\r\nYou might call this the homestretch!
j_get_cut04_chr00	Wow, all five {c[ffdc0f]}gems{c[ffffff]}! I always thought\r\nyou'd be the one, {c[ffdc0f]}[n0]{c[ffffff]}!
j_get_cut04_chr01	Wh-what is happening?
j_get_cut07_chr00	Th-that's the {c[ffdc0f]}victory podium{c[ffffff]}! Only the\r\ntrue {c[ffdc0f]}Super Star{c[ffffff]} is allowed on there!
j_get_cut07_chr01	It's time for the {c[ffdc0f]}award ceremony{c[ffffff]}!
op_ed_skip	/ Skip
plaza.msbt
p_com_level	[0]
p_com_level_00	Recommended
plz_bt	 Move
booth_00_00_00	Of course you'd head straight for {c[ffdc0f]}Mario Party{c[ffffff]}!
booth_00_00_01	Good luck!
booth_00_00_02	Oh!
booth_00_00_03	Press / on  when you want to back out.
booth_01_00_00	Making a grand debut, it's {c[ffdc0f]}Partner Party{c[ffffff]}!
booth_01_00_01	Have fun!
booth_02_00_00	Let's have a round of applause for our\r\nbrand new attraction, {c[ffdc0f]}Sound Stage{c[ffffff]}!
booth_02_00_01	Get the audience pumped with a killer\r\nperformance that doesn't miss a beat!
booth_02_01_00	Sorry, but {c[ffdc0f]}Sound Stage {c[ffffff]}cannot be played\r\nwith two systems.
booth_03_00_00	Here's a new mode that's a little\r\noff the beaten path: {c[ffdc0f]}River Survival{c[ffffff]}!
booth_03_00_01	Have fun on your jungle cruise!
booth_03_01_00	Sorry, but {c[ffdc0f]}River Survival {c[ffffff]}cannot be played\r\nwith two systems.
booth_04_00_00	Can't get enough minigames?\r\nYou've come to the right place!
booth_04_00_01	There are a few ways to dig in to all the minigames,\r\nso try them out and see which is your favorite.
booth_05_00_00	Welcome to {c[ffdc0f]}Online Mariothon{c[ffffff]}, which lets you play\r\nminigame battles with folks all over the world!
booth_05_01_00	Sorry, but {c[ffdc0f]}Online Mariothon {c[ffffff]}cannot be played\r\nwith two systems.
booth_08_00_00	The new event you've been waiting for,\r\n{c[ffdc0f]}Challenge Road{c[ffffff]}, is now open!
booth_08_00_01	Put yourself to the test, and overcome\r\nas many {c[ffdc0f]}challenges {c[ffffff]}as you can!
booth_08_00_02	It's a long road to the end!\r\nThink you're ready for it?
booth_08_00_02_a	Yes
booth_08_00_02_b	No
booth_08_00_03	Well then, {c[ffdc0f]}[n0]{c[ffffff]}, good luck on\r\nthe lonely {c[ffdc0f]}Challenge Road{c[ffffff]}!
booth_08_00_04	Sure. Stop by again when you feel ready.
booth_08_01_00	Sorry, but {c[ffdc0f]}Challenge Road {c[ffffff]}cannot be played\r\nwith two systems.
booth_08_01_01	We've got some amazing events prepared for you!\r\nI know you're eager to start, but please hold on!
booth_08_01_02	They should be ready by the time\r\nall the {c[ffdc0f]}minigames {c[ffffff]}are unlocked!
booth_06_00_00	{c[ffdc0f]}[n0]{c[ffffff]}?! You found me out!
booth_06_00_01	I was trying to keep it a secret so I could\r\nsurprise you, but that cat's out of the bag.
booth_06_00_02	Glad you're here, anyway, even if it's early!
booth_06_00_03	Take a look at {c[ff1e1e]} Secret Styles{c[ffffff]}\r\nto get the most out of it!
booth_06_00_04	Have fun here in {c[ffdc0f]}Toad's Rec Room{c[ffffff]}!
booth_07_00_00	Welcome, {c[ffdc0f]}[n0]{c[ffffff]}!
booth_07_00_01	So what do you think of all this? I made it myself!
booth_07_00_02	{c[ffdc0f]}[n0]{c[ffffff]}, you should decorate\r\nthe place with some {c[ffdc0f]}stickers{c[ffffff]}.
booth_07_01_00	-
booth_name	[0]
booth_mode00	A board game played with dice. The player\r\nwho finishes with the most  Stars wins!
booth_mode01	A team edition of Mario Party featuring\r\nfree movement and shared dice rolls.
booth_mode02	Choose which branches of the river to tackle,\r\nand work together to make it to the end!
booth_mode03	Nail every beat, and show the crowd\r\nwho's the ultimate performer!
booth_mode04	Complete a series of special challenges\r\nbased on 80 minigames.
booth_mode05	Take on minigames directly or as part of\r\na special territory-stealing game.
booth_mode06	Try a set of unique games that use the\r\nsystem in a variety of configurations.
booth_mode07	Compete in a marathon of minigames with\r\nplayers from all over the world.
booth_10_00_00	1 system
booth_10_00_20	-
booth_10_00_21	2 Players
booth_10_00_22	3 Players
booth_10_00_23	4 Players
booth_10_00_02	Do you still want to use two systems?
booth_10_00_02_a	Change systems
booth_10_00_02_b	Stay here
booth_10_00_03	I see!
booth_10_00_04	There are tons of other things to do.
booth_10_00_05	For instance, I'd recommend {c[ffdc0f]}Partner Party{c[ffffff]}!
booth_10_00_06	For instance, I'd recommend {c[ffdc0f]}Toad's Rec Room{c[ffffff]}!
booth_10_00_10	Yeah, you're right...
booth_10_00_11	The Plaza exit is over by {c[ffdc0f]} Toad {c[ffffff]}at the entrance.
booth_10_00_12	Could I ask you to come back in again?
booth_10_00_13_00	It looks like that "{c[ffdc0f]}1 system{c[ffffff]}" and "{c[ffdc0f]}2 players{c[ffffff]}"\r\nstuff is pretty important.
booth_10_00_13_01	It looks like that "{c[ffdc0f]}1 system{c[ffffff]}" and "{c[ffdc0f]}3 players{c[ffffff]}"\r\nstuff is pretty important.
booth_10_00_13_02	It looks like that "{c[ffdc0f]}1 system{c[ffffff]}" and "{c[ffdc0f]}4 players{c[ffffff]}"\r\nstuff is pretty important.
booth_10_00_14	Sorry for not really understanding\r\nthe tricky details.
plz001_00_00_00	Welcome to the {c[ffdc0f]}Party Plaza{c[ffffff]}!
plz001_00_00_01	Who would you like to party with?
plz001_00_00_02	Looks like the players are ready!
plz001_00_00_03	You know what's satisfying every now and\r\nthen? Giving your buddies a good thumbs-up!
plz001_00_00_04	Try it for yourself. You'll see! It feels best\r\nwhen everyone gets the timing down together!
plz001_00_00_05	{c[ffdc0f]}Yeaaah!{c[ffffff]}
plz001_00_00_06	There, don't you feel that much\r\ncloser to your fellow party people?
plz001_00_00_07	Well then, have a great party! See ya!
plz001_00_00_08	Oh!
plz001_00_00_09	If you want to {c[ffdc0f]}switch up the party{c[ffffff]},\r\njust come back and see me anytime.
plz001_00_00_10	See ya! And this time, I mean it!
plz001_00_00_11	Have a great party!
plz001_00_00_12	How's your party today? Good?
plz001_00_00_13	Party time!
plz001_00_00_14	This party is jumpin'!
plz001_00_00_15	Party till you drop!
plz001_00_00_16	There's too many events! I just can't choose!
plz001_03_00_00	 Shuffle
plz001_03_00_01	Do you want to choose who participates?
plz001_03_00_01_a	Yes
plz001_03_00_01_b	No
plz001_03_01_00	I can't wait!
plz001_03_01_02	Ooh, so excited!
plz001_03_01_05	Let's get going!
plz001_03_01_07	This'll be good!
plz001_03_01_09	Yoshiii!\r\n(Let's go!)
plz001_03_01_11	Ookookook!\r\n(Can't wait!)
plz001_03_01_12	I'm ever so thrilled.
plz001_03_01_15	Ooo! Ooo!\r\n(I'm ready!)
plz001_03_01_16	Gyahahaha!
plz001_03_01_19	I'm eager to start!
plz001_03_01_20	Cool...
plz001_03_01_22	This is exciting!
plz001_03_01_25	Gonna be fun!
plz001_03_01_26	(Clackety clatter...)
plz001_03_01_29	Awww yeah!
plz001_03_01_31	Gehheh! Wooo!
plz001_03_01_33	About time!
